FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187b3d87864_3f17,5334002,3449,Ellerhofweg
strassennamen.fid--3213a59_187b3d87864_3f18,5334002,3450,Galaterstraße
strassennamen.fid--3213a59_187b3d87864_3f19,5334002,3451,Gallierstraße
strassennamen.fid--3213a59_187b3d87864_3f1a,5334002,3452,Helvetierstraße
strassennamen.fid--3213a59_187b3d87864_3f1b,5334002,3453,Hötenigweg
strassennamen.fid--3213a59_187b3d87864_3f1c,5334002,3454,Kandelfeldstraße
strassennamen.fid--3213a59_187b3d87864_3f1d,5334002,3455,Morinerweg
strassennamen.fid--3213a59_187b3d87864_3f1e,5334002,3456,Nervierstraße
strassennamen.fid--3213a59_187b3d87864_3f1f,5334002,3457,Roder Weg
strassennamen.fid--3213a59_187b3d87864_3f20,5334002,3458,Steppenbergallee
strassennamen.fid--3213a59_187b3d87864_3f21,5334002,3459,Tauriskerweg
strassennamen.fid--3213a59_187b3d87864_3f22,5334002,3460,Trevererstraße
strassennamen.fid--3213a59_187b3d87864_3f23,5334002,3461,Veneterstraße
strassennamen.fid--3213a59_187b3d87864_3f24,5334002,3462,Wegscheider Pfad
strassennamen.fid--3213a59_187b3d87864_3f25,5334002,3463,Wierigspfad
strassennamen.fid--3213a59_187b3d87864_3f26,5334002,3464,Wierigsweg
strassennamen.fid--3213a59_187b3d87864_3f27,5334002,3465,Schiltsgasse
strassennamen.fid--3213a59_187b3d87864_3f28,5334002,3466,Am Bilderstock
strassennamen.fid--3213a59_187b3d87864_3f29,5334002,3467,Am Bollet
strassennamen.fid--3213a59_187b3d87864_3f2a,5334002,3469,Astenetweg
strassennamen.fid--3213a59_187b3d87864_3f2b,5334002,3470,Bobenden
strassennamen.fid--3213a59_187b3d87864_3f2c,5334002,3471,Dr.-Bernhard-Klein-Straße
strassennamen.fid--3213a59_187b3d87864_3f2d,5334002,3472,Franz-Wallraff-Straße
strassennamen.fid--3213a59_187b3d87864_3f2e,5334002,3473,Großheidstraße
strassennamen.fid--3213a59_187b3d87864_3f2f,5334002,3474,Im Ginster
strassennamen.fid--3213a59_187b3d87864_3f30,5334002,3475,Liefenweg
strassennamen.fid--3213a59_187b3d87864_3f31,5334002,3476,Membachweg
strassennamen.fid--3213a59_187b3d87864_3f32,5334002,3477,Wildbacher Mühle
strassennamen.fid--3213a59_187b3d87864_3f33,5334002,3480,An der Weingass
strassennamen.fid--3213a59_187b3d87864_3f34,5334002,3481,In Grafen Weid
strassennamen.fid--3213a59_187b3d87864_3f35,5334002,3482,Melanieweg
strassennamen.fid--3213a59_187b3d87864_3f36,5334002,3483,Pfalzgrafenstraße
strassennamen.fid--3213a59_187b3d87864_3f37,5334002,3484,Fingerhutsmühlenweg
strassennamen.fid--3213a59_187b3d87864_3f38,5334002,3485,Kuckelkornweg
strassennamen.fid--3213a59_187b3d87864_3f39,5334002,3486,Mühlenweidweg
strassennamen.fid--3213a59_187b3d87864_3f3a,5334002,3487,Schuttenhofweg
strassennamen.fid--3213a59_187b3d87864_3f3b,5334002,3488,Wolfsbendenstraße
strassennamen.fid--3213a59_187b3d87864_3f3c,5334002,3489,Kaubendenstraße
strassennamen.fid--3213a59_187b3d87864_3f3d,5334002,3490,Kellershaustraße
strassennamen.fid--3213a59_187b3d87864_3f3e,5334002,3491,Lontzenweg
strassennamen.fid--3213a59_187b3d87864_3f3f,5334002,3492,Pauwelsstraße
strassennamen.fid--3213a59_187b3d87864_3f40,5334002,3493,Am Gut Bau
strassennamen.fid--3213a59_187b3d87864_3f41,5334002,3494,Am Lütterbüschgen
strassennamen.fid--3213a59_187b3d87864_3f42,5334002,3495,Im Erb
strassennamen.fid--3213a59_187b3d87864_3f43,5334002,3496,Krauthausener Heide
strassennamen.fid--3213a59_187b3d87864_3f44,5334002,3497,Kullenhofwinkel
strassennamen.fid--3213a59_187b3d87864_3f45,5334002,3498,Paul-Gerhardt-Straße
strassennamen.fid--3213a59_187b3d87864_3f46,5334002,3499,Purweider Winkel
strassennamen.fid--3213a59_187b3d87864_3f47,5334002,3500,Schönauer Friede
strassennamen.fid--3213a59_187b3d87864_3f48,5334002,3501,Soerser Winkel
strassennamen.fid--3213a59_187b3d87864_3f49,5334002,3502,Buschweg
strassennamen.fid--3213a59_187b3d87864_3f4a,5334002,3503,Girlachsgraben
strassennamen.fid--3213a59_187b3d87864_3f4b,5334002,3504,Bayersbusch
strassennamen.fid--3213a59_187b3d87864_3f4c,5334002,3505,Buschbenden
strassennamen.fid--3213a59_187b3d87864_3f4d,5334002,3506,Gringelsbach
strassennamen.fid--3213a59_187b3d87864_3f4e,5334002,3507,Hirzenrott
strassennamen.fid--3213a59_187b3d87864_3f4f,5334002,3508,Pascalstraße
strassennamen.fid--3213a59_187b3d87864_3f50,5334002,3509,Romerich
strassennamen.fid--3213a59_187b3d87864_3f51,5334002,3510,Toledoring
strassennamen.fid--3213a59_187b3d87864_3f52,5334002,3511,Rote Gasse
strassennamen.fid--3213a59_187b3d87864_3f53,5334002,3512,Vennbahnweg
strassennamen.fid--3213a59_187b3d87864_3f54,5334002,3513,Tuchmacherweg
strassennamen.fid--3213a59_187b3d87864_3f55,5334002,3514,Corrgasse
strassennamen.fid--3213a59_187b3d87864_3f56,5334002,3515,Severinusplatz
strassennamen.fid--3213a59_187b3d87864_3f57,5334002,3517,Neukellerweg
strassennamen.fid--3213a59_187b3d87864_3f58,5334002,3518,Zieglersteg
strassennamen.fid--3213a59_187b3d87864_3f59,5334002,3519,Wilburgpfad
strassennamen.fid--3213a59_187b3d87864_3f5a,5334002,3520,Philipp-Neri-Weg
strassennamen.fid--3213a59_187b3d87864_3f5b,5334002,3521,Schwester-Sibylla-Weg
strassennamen.fid--3213a59_187b3d87864_3f5c,5334002,3522,Franz-Pauly-Straße
strassennamen.fid--3213a59_187b3d87864_3f5d,5334002,3523,Schönebergstraße
strassennamen.fid--3213a59_187b3d87864_3f5e,5334002,3524,Am Schiefen Eck
strassennamen.fid--3213a59_187b3d87864_3f5f,5334002,3525,Schlottfelder Winkel
strassennamen.fid--3213a59_187b3d87864_3f60,5334002,3526,Auf dem Knopp
strassennamen.fid--3213a59_187b3d87864_3f61,5334002,3527,Paul-Küpper-Platz
strassennamen.fid--3213a59_187b3d87864_3f62,5334002,3528,Reutershagwinkel
strassennamen.fid--3213a59_187b3d87864_3f63,5334002,3529,Wolferskaulwinkel
strassennamen.fid--3213a59_187b3d87864_3f64,5334002,3530,Heinrich-Thomas-Platz
strassennamen.fid--3213a59_187b3d87864_3f65,5334002,3531,Am Venskyhäuschen
strassennamen.fid--3213a59_187b3d87864_3f66,5334002,3532,Weißdornweg
strassennamen.fid--3213a59_187b3d87864_3f67,5334002,3533,Heinrich-Lehmann-Platz
strassennamen.fid--3213a59_187b3d87864_3f68,5334002,3534,Müselterwinkel
strassennamen.fid--3213a59_187b3d87864_3f69,5334002,3535,Heinrich-Heuser-Weg
strassennamen.fid--3213a59_187b3d87864_3f6a,5334002,3536,Im Süsterfeld
strassennamen.fid--3213a59_187b3d87864_3f6b,5334002,3537,Jean-Bremen-Straße
strassennamen.fid--3213a59_187b3d87864_3f6c,5334002,3538,Lichtenbuscher Weg
strassennamen.fid--3213a59_187b3d87864_3f6d,5334002,3539,Wilhelm-Grasmehr-Straße
strassennamen.fid--3213a59_187b3d87864_3f6e,5334002,3540,Am Alten Wasserwerk
strassennamen.fid--3213a59_187b3d87864_3f6f,5334002,3541,Schurzelter Winkel
strassennamen.fid--3213a59_187b3d87864_3f70,5334002,3542,Laurentiushang
strassennamen.fid--3213a59_187b3d87864_3f71,5334002,3543,Schwester-Zita-Weg
strassennamen.fid--3213a59_187b3d87864_3f72,5334002,3544,Hans-Haase-Weg
strassennamen.fid--3213a59_187b3d87864_3f73,5334002,3545,An der Ölmühle
strassennamen.fid--3213a59_187b3d87864_3f74,5334002,3546,Avantisallee
strassennamen.fid--3213a59_187b3d87864_3f75,5334002,3547,Forum
strassennamen.fid--3213a59_187b3d87864_3f76,5334002,3550,Bohr
strassennamen.fid--3213a59_187b3d87864_3f77,5334002,3551,Cavendish
strassennamen.fid--3213a59_187b3d87864_3f78,5334002,3552,Diesel
strassennamen.fid--3213a59_187b3d87864_3f79,5334002,3554,Fourier
strassennamen.fid--3213a59_187b3d87864_3f7a,5334002,3557,Galvani
strassennamen.fid--3213a59_187b3d87864_3f7b,5334002,3559,Huygens
strassennamen.fid--3213a59_187b3d87864_3f7c,5334002,3576,Rutherford
strassennamen.fid--3213a59_187b3d87864_3f7d,5334002,3577,Ramsay
strassennamen.fid--3213a59_187b3d87864_3f7e,5334002,3578,Snellius
strassennamen.fid--3213a59_187b3d87864_3f7f,5334002,3583,Auf der Wildnis
strassennamen.fid--3213a59_187b3d87864_3f80,5334002,3584,Sandkull
strassennamen.fid--3213a59_187b3d87864_3f81,5334002,3585,Ulmenallee
strassennamen.fid--3213a59_187b3d87864_3f82,5334002,3586,Benno-Levy-Weg
strassennamen.fid--3213a59_187b3d87864_3f83,5334002,3587,Im Husebruch
strassennamen.fid--3213a59_187b3d87864_3f84,5334002,3588,Cockerillpark
strassennamen.fid--3213a59_187b3d87864_3f85,5334002,3589,An der Wurm
strassennamen.fid--3213a59_187b3d87864_3f86,5334002,3590,Am Gastes
strassennamen.fid--3213a59_187b3d87864_3f87,5334002,3591,Nirmer Weg
strassennamen.fid--3213a59_187b3d87864_3f88,5334002,3592,Pannhauser Winkel
strassennamen.fid--3213a59_187b3d87864_3f89,5334002,3593,Camp Pirotte
strassennamen.fid--3213a59_187b3d87864_3f8a,5334002,3594,Im Erdbeerfeld
strassennamen.fid--3213a59_187b3d87864_3f8b,5334002,3595,Marita-Loersch-Weg
strassennamen.fid--3213a59_187b3d87864_3f8c,5334002,3596,Henger Herrjotts Fott
strassennamen.fid--3213a59_187b3d87864_3f8d,5334002,3597,Am Alten Kloster
strassennamen.fid--3213a59_187b3d87864_3f8e,5334002,3598,Rollefhof
strassennamen.fid--3213a59_187b3d87864_3f8f,5334002,3599,An der Unterbahn
strassennamen.fid--3213a59_187b3d87864_3f90,5334002,3600,Gut Lehmkülchen
strassennamen.fid--3213a59_187b3d87864_3f91,5334002,3601,Auguste-von-Sartorius-Weg
strassennamen.fid--3213a59_187b3d87864_3f92,5334002,3602,In Jenem End
strassennamen.fid--3213a59_187b3d87864_3f93,5334002,3603,Landoltweg
strassennamen.fid--3213a59_187b3d87864_3f94,5334002,3604,An der Kirschkaul
strassennamen.fid--3213a59_187b3d87864_3f95,5334002,3605,Franz-Delheid-Straße
strassennamen.fid--3213a59_187b3d87864_3f96,5334002,3606,Hubert-Spickernagel-Straße
strassennamen.fid--3213a59_187b3d87864_3f97,5334002,3607,Leinergasse
strassennamen.fid--3213a59_187b3d87864_3f98,5334002,3608,Maargasse
strassennamen.fid--3213a59_187b3d87864_3f99,5334002,3609,Maarwinkel
strassennamen.fid--3213a59_187b3d87864_3f9a,5334002,3610,Reutersgasse
strassennamen.fid--3213a59_187b3d87864_3f9b,5334002,3611,Steinrötsch
strassennamen.fid--3213a59_187b3d87864_3f9c,5334002,3612,Im Gödersfeld
strassennamen.fid--3213a59_187b3d87864_3f9d,5334002,3613,Pfarrer-Henn-Weg
strassennamen.fid--3213a59_187b3d87864_3f9e,5334002,3614,Brander-Feld-Weg
strassennamen.fid--3213a59_187b3d87864_3f9f,5334002,3615,Mathias-Wilms-Platz
strassennamen.fid--3213a59_187b3d87864_3fa0,5334002,3616,Im Klostergarten
strassennamen.fid--3213a59_187b3d87864_3fa1,5334002,3617,Arlingtonstraße
strassennamen.fid--3213a59_187b3d87864_3fa2,5334002,3618,Kostromastraße
strassennamen.fid--3213a59_187b3d87864_3fa3,5334002,3619,Ningbostraße
strassennamen.fid--3213a59_187b3d87864_3fa4,5334002,3620,Naumburger Straße
strassennamen.fid--3213a59_187b3d87864_3fa5,5334002,3621,Niersteiner Weg
strassennamen.fid--3213a59_187b3d87864_3fa6,5334002,3622,Strüverwinkel
strassennamen.fid--3213a59_187b3d87864_3fa7,5334002,3623,Professor-Wieler-Straße
strassennamen.fid--3213a59_187b3d87864_3fa8,5334002,3624,Friedensweg
strassennamen.fid--3213a59_187b3d87864_3fa9,5334002,3626,August-Macke-Straße
strassennamen.fid--3213a59_187b3d87864_3faa,5334002,3627,Paul-Klee-Straße
strassennamen.fid--3213a59_187b3d87864_3fab,5334002,3628,Max-Pechstein-Straße
strassennamen.fid--3213a59_187b3d87864_3fac,5334002,3629,Franz-Marc-Straße
strassennamen.fid--3213a59_187b3d87864_3fad,5334002,3630,Christian-Quix-Straße
strassennamen.fid--3213a59_187b3d87864_3fae,5334002,3631,Wingertsberggasse
strassennamen.fid--3213a59_187b3d87864_3faf,5334002,3632,AachenMünchener-Platz
strassennamen.fid--3213a59_187b3d87864_3fb0,5334002,3633,Am Alten Kalkwerk
strassennamen.fid--3213a59_187b3d87864_3fb1,5334002,3634,Alter Schlachthof
strassennamen.fid--3213a59_187b3d87864_3fb2,5334002,3635,Dohlenweg
strassennamen.fid--3213a59_187b3d87864_3fb3,5334002,3636,Heidbendenstraße
strassennamen.fid--3213a59_187b3d87864_3fb4,5334002,3637,An den Rollefwiesen
strassennamen.fid--3213a59_187b3d87864_3fb5,5334002,3638,Anne-Frank-Straße
strassennamen.fid--3213a59_187b3d87864_3fb6,5334002,3639,Am Gutshof
strassennamen.fid--3213a59_187b3d87864_3fb7,5334002,3640,Raphaelshöfe
strassennamen.fid--3213a59_187b3d87864_3fb8,5334002,3641,Im Vennbahnbogen
strassennamen.fid--3213a59_187b3d87864_3fb9,5334002,3642,Am Sportpark Soers
strassennamen.fid--3213a59_187b3d87864_3fba,5334002,3643,Sutroweg
strassennamen.fid--3213a59_187b3d87864_3fbb,5334002,3644,Papiermühlenweg
strassennamen.fid--3213a59_187b3d87864_3fbc,5334002,3645,Gewerbepark Brand
strassennamen.fid--3213a59_187b3d87864_3fbd,5334002,3646,August-Körver-Weg
strassennamen.fid--3213a59_187b3d87864_3fbe,5334002,3647,Schroufer Damm
strassennamen.fid--3213a59_187b3d87864_3fbf,5334002,3648,Campus-Boulevard
strassennamen.fid--3213a59_187b3d87864_3fc0,5334002,3649,Wilfried-König-Straße
strassennamen.fid--3213a59_187b3d87864_3fc1,5334002,3650,Doris-Schachner-Straße
strassennamen.fid--3213a59_187b3d87864_3fc2,5334002,3651,Alois-Riedler-Straße
strassennamen.fid--3213a59_187b3d87864_3fc3,5334002,3652,Maria-Lipp-Straße
strassennamen.fid--3213a59_187b3d87864_3fc4,5334002,3653,Am Kraftversorgungsturm
strassennamen.fid--3213a59_187b3d87864_3fc5,5334002,3654,Schloss-Rahe-Winkel
strassennamen.fid--3213a59_187b3d87864_3fc6,5334002,3655,Alter Tivoli
strassennamen.fid--3213a59_187b3d87864_3fc7,5334002,3656,An der Haupttribüne
strassennamen.fid--3213a59_187b3d87864_3fc8,5334002,3657,Würselener Wall
strassennamen.fid--3213a59_187b3d87864_3fc9,5334002,3658,Stadionweg
strassennamen.fid--3213a59_187b3d87864_3fca,5334002,3659,Alemannenstraße
strassennamen.fid--3213a59_187b3d87864_3fcb,5334002,3660,In den Kronprinzengärten
strassennamen.fid--3213a59_187b3d87864_3fcc,5334002,3661,Hugo-Baurmann-Weg
strassennamen.fid--3213a59_187b3d87864_3fcd,5334002,3662,Gut Grenzhof
strassennamen.fid--3213a59_187b3d87864_3fce,5334002,3663,Abteiblick
strassennamen.fid--3213a59_187b3d87864_3fcf,5334002,3664,An der alten Waggonfabrik
strassennamen.fid--3213a59_187b3d87864_3fd0,5334002,3665,An der alten Ziegelei
strassennamen.fid--3213a59_187b3d87864_3fd1,5334002,3666,Holunderweg
strassennamen.fid--3213a59_187b3d87864_3fd2,5334002,3667,Sanddornweg
strassennamen.fid--3213a59_187b3d87864_3fd3,5334002,3668,Schlehenweg
strassennamen.fid--3213a59_187b3d87864_3fd4,5334002,3669,Prinzenhof
strassennamen.fid--3213a59_187b3d87864_3fd5,5334002,3670,Wildenhofweg
strassennamen.fid--3213a59_187b3d87864_3fd6,5334002,3671,An der Schmit
strassennamen.fid--3213a59_187b3d87864_3fd7,5334002,3672,Am Sandhäuschen
strassennamen.fid--3213a59_187b3d87864_3fd8,5334002,3673,An der Birk
strassennamen.fid--3213a59_187b3d87864_3fd9,5334002,3674,Im Roth
strassennamen.fid--3213a59_187b3d87864_3fda,5334002,3675,Moscheeplatz
strassennamen.fid--3213a59_187b3d87864_3fdb,5334002,3676,Am Guten Hirten
strassennamen.fid--3213a59_187b3d87864_3fdc,5334002,3677,Süsterfeldwinkel
strassennamen.fid--3213a59_187b3d87864_3fdd,5334002,3678,Gabriele-Münter-Straße
strassennamen.fid--3213a59_187b3d87864_3fde,5334002,3679,Hanns-Bolz-Straße
strassennamen.fid--3213a59_187b3d87864_3fdf,5334002,3680,Wassily-Kandinsky-Straße
strassennamen.fid--3213a59_187b3d87864_3fe0,5334002,3681,Max-Ernst-Straße
strassennamen.fid--3213a59_187b3d87864_3fe1,5334002,3682,An der alten Tuchfabrik
strassennamen.fid--3213a59_187b3d87864_3fe2,5334002,3683,Webergasse
strassennamen.fid--3213a59_187b3d87864_3fe3,5334002,3684,Gravensteinerstraße
strassennamen.fid--3213a59_187b3d87864_3fe4,5334002,3685,Mirabellenweg
strassennamen.fid--3213a59_187b3d87864_3fe5,5334002,3686,Münsterbirnenweg
strassennamen.fid--3213a59_187b3d87864_3fe6,5334002,3687,Quittenweg
strassennamen.fid--3213a59_187b3d87864_3fe7,5334002,3688,Renettenweg
strassennamen.fid--3213a59_187b3d87864_3fe8,5334002,3689,Winkelgasse
strassennamen.fid--3213a59_187b3d87864_3fe9,5334002,3690,Gert-Engels-Platz
strassennamen.fid--3213a59_187b3d87864_3fea,5334002,3691,Platz der Kinderrechte
strassennamen.fid--3213a59_187b3d87864_3feb,5334002,3692,Klenkeshof
